region,latitude,longitude,seismic_zone,event_count_30d,avg_magnitude,max_magnitude,magnitude_std,b_value,avg_depth_km,log_energy_release,inter_event_cv,recent_rate_7d,rate_change_ratio,significant_event_next30d
Rajasthan,26.96,75.88,2,1,2.15,2.15,0.0,1.0,12.6,3.23,0.0,0,0.0,1
Tamil Nadu,12.03,78.39,2,0,0.0,0.0,0.0,1.0,22.3,0.0,0.0,0,0.0,0
Delhi-NCR,27.91,78.19,4,1,2.48,2.48,0.0,1.0,21.7,3.723,0.0,0,0.0,0
Delhi-NCR,27.95,76.33,4,3,2.19,2.26,0.058,1.0,69.7,3.778,0.053,0,0.0,1
Gujarat-Saurashtra,22.49,72.23,3,0,0.0,0.0,0.0,1.0,8.4,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,22.9,71.88,3,0,0.0,0.0,0.0,1.0,18.6,0.0,0.0,1,3.181,0
Bihar,25.98,84.53,4,1,2.85,2.85,0.0,1.0,53.1,4.272,0.0,0,0.0,0
Mizoram,24.56,91.8,5,1,2.04,2.04,0.0,1.0,69.8,3.068,0.0,0,0.0,0
Tripura,24.51,92.07,5,0,0.0,0.0,0.0,1.0,24.2,0.0,0.0,0,0.0,0
Meghalaya,26.01,92.75,5,2,2.71,2.84,0.126,1.0,48.0,4.406,0.0,1,3.181,0
Bihar,24.71,84.12,4,2,2.17,2.24,0.07,1.0,38.3,3.572,0.0,1,3.181,0
Himachal Pradesh,30.22,77.92,5,3,2.2,2.22,0.024,1.0,13.8,3.774,0.693,2,6.362,0
Arunachal Pradesh,27.22,95.12,5,4,2.27,2.68,0.239,1.0,46.6,4.185,0.682,0,0.0,1
Maharashtra-Koyna,18.26,74.6,4,2,2.03,2.05,0.023,1.0,76.2,3.34,0.0,1,3.181,0
Mizoram,23.68,92.6,5,0,0.0,0.0,0.0,1.0,71.5,0.0,0.0,0,0.0,0
Kerala,9.57,75.91,3,0,0.0,0.0,0.0,1.0,8.9,0.0,0.0,0,0.0,0
West Bengal,23.53,88.58,3,0,0.0,0.0,0.0,1.0,32.3,0.0,0.0,0,0.0,0
Himachal Pradesh,31.8,76.32,5,4,2.29,2.72,0.278,1.0,15.1,4.247,1.009,0,0.0,0
Karnataka,16.07,76.59,2,0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0,0.0,0
Ladakh,33.7,77.12,5,1,2.2,2.2,0.0,1.0,47.5,3.293,0.0,1,3.181,1
Bihar,25.7,85.22,4,1,2.76,2.76,0.0,1.0,102.7,4.145,0.0,0,0.0,0
Nagaland,26.79,94.54,5,1,2.35,2.35,0.0,1.0,15.3,3.529,0.0,0,0.0,0
Himachal Pradesh,30.18,76.57,5,0,0.0,0.0,0.0,1.0,60.6,0.0,0.0,0,0.0,0
Odisha,20.0,86.06,2,0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0,0.0,0
Kerala,11.47,76.47,3,0,0.0,0.0,0.0,1.0,5.7,0.0,0.0,0,0.0,0
Tamil Nadu,10.32,78.05,2,0,0.0,0.0,0.0,1.0,68.9,0.0,0.0,0,0.0,0
Arunachal Pradesh,27.5,95.23,5,6,2.23,2.73,0.231,1.557,20.8,4.311,1.028,1,0.653,1
Maharashtra-Koyna,17.71,74.18,4,0,0.0,0.0,0.0,1.0,58.1,0.0,0.0,1,3.181,0
Rajasthan,26.13,74.99,2,0,0.0,0.0,0.0,1.0,31.3,0.0,0.0,0,0.0,0
Tamil Nadu,11.96,78.5,2,0,0.0,0.0,0.0,1.0,24.6,0.0,0.0,0,0.0,0
Uttarakhand,31.21,79.84,5,5,2.17,2.38,0.158,2.01,40.0,4.015,0.47,2,2.167,1
Sikkim,26.48,89.21,4,2,2.2,2.31,0.114,1.0,10.9,3.627,0.0,0,0.0,0
Arunachal Pradesh,28.71,93.91,5,4,2.54,3.03,0.359,1.0,58.5,4.713,0.885,0,0.0,1
West Bengal,22.89,88.71,3,5,2.27,2.38,0.062,1.345,20.1,4.119,0.833,0,0.0,1
Kerala,10.86,76.23,3,0,0.0,0.0,0.0,1.0,12.9,0.0,0.0,0,0.0,0
Assam,26.87,91.46,5,2,2.28,2.33,0.047,1.0,23.0,3.73,0.0,0,0.0,0
Odisha,21.01,85.32,2,0,0.0,0.0,0.0,1.0,18.2,0.0,0.0,0,0.0,0
Tamil Nadu,12.0,78.88,2,0,0.0,0.0,0.0,1.0,26.9,0.0,0.0,0,0.0,0
Manipur,24.93,93.48,5,4,2.26,2.89,0.366,1.0,35.1,4.409,0.316,0,0.0,1
Sikkim,28.26,88.48,4,1,2.72,2.72,0.0,1.0,15.4,4.073,0.0,1,3.181,0
Karnataka,16.07,75.94,2,1,2.25,2.25,0.0,1.0,14.5,3.37,0.0,0,0.0,1
Tamil Nadu,10.54,79.09,2,2,2.73,2.98,0.252,1.0,13.4,4.543,0.0,0,0.0,0
Uttarakhand,30.61,79.05,5,4,2.16,2.31,0.124,1.0,30.7,3.878,0.438,2,3.233,1
Andaman Islands,11.08,91.78,5,4,2.11,2.21,0.098,1.0,15.5,3.79,0.646,1,1.083,0
Madhya Pradesh,24.2,77.26,2,0,0.0,0.0,0.0,1.0,11.8,0.0,0.0,1,3.181,0
Arunachal Pradesh,27.62,93.88,5,4,2.57,3.23,0.416,1.0,15.1,4.911,0.723,1,1.083,0
West Bengal,23.56,88.89,3,2,2.42,2.6,0.178,1.0,6.0,4.014,0.0,0,0.0,0
Gujarat-Saurashtra,22.15,71.55,3,1,2.24,2.24,0.0,1.0,40.2,3.359,0.0,0,0.0,0
Kerala,11.08,75.58,3,0,0.0,0.0,0.0,1.0,23.1,0.0,0.0,0,0.0,0
Odisha,19.61,85.63,2,0,0.0,0.0,0.0,1.0,8.1,0.0,0.0,0,0.0,0
Odisha,20.79,86.41,2,0,0.0,0.0,0.0,1.0,9.3,0.0,0.0,0,0.0,0
Mizoram,24.17,93.62,5,2,2.37,2.44,0.07,1.0,18.5,3.869,0.0,2,6.362,0
Tamil Nadu,11.43,78.06,2,0,0.0,0.0,0.0,1.0,5.8,0.0,0.0,0,0.0,0
Himachal Pradesh,31.24,76.75,5,6,2.87,4.57,0.869,0.473,25.7,6.862,0.649,1,0.653,1
Ladakh,34.94,76.73,5,3,3.2,5.21,1.435,1.0,54.2,7.822,0.509,0,0.0,1
Gujarat-Kutch,22.36,70.23,5,1,2.03,2.03,0.0,1.0,19.6,3.047,0.0,0,0.0,0
Kerala,10.49,75.66,3,1,2.2,2.2,0.0,1.0,7.0,3.301,0.0,0,0.0,0
Nagaland,26.91,95.11,5,2,2.12,2.23,0.116,1.0,66.8,3.509,0.0,0,0.0,1
Madhya Pradesh,23.8,77.89,2,0,0.0,0.0,0.0,1.0,17.8,0.0,0.0,0,0.0,0
Ladakh,33.42,76.95,5,0,0.0,0.0,0.0,1.0,17.6,0.0,0.0,0,0.0,0
Rajasthan,26.12,75.7,2,0,0.0,0.0,0.0,1.0,24.1,0.0,0.0,0,0.0,0
Kerala,11.04,76.38,3,0,0.0,0.0,0.0,1.0,20.8,0.0,0.0,0,0.0,0
Delhi-NCR,27.73,76.95,4,2,2.26,2.34,0.086,1.0,70.1,3.705,0.0,1,3.181,1
Madhya Pradesh,23.27,77.84,2,0,0.0,0.0,0.0,1.0,5.7,0.0,0.0,0,0.0,0
Mizoram,24.52,91.77,5,2,2.24,2.46,0.219,1.0,20.4,3.772,0.0,1,3.181,0
Ladakh,33.68,78.08,5,4,2.18,2.27,0.1,1.0,18.7,3.903,0.732,0,0.0,0
Mizoram,24.54,93.06,5,1,2.68,2.68,0.0,1.0,74.2,4.022,0.0,0,0.0,0
Kashmir,33.1,75.5,5,5,2.31,2.88,0.301,1.216,23.2,4.451,0.857,2,2.167,0
Kerala,10.51,76.56,3,1,2.07,2.07,0.0,1.0,48.4,3.098,0.0,0,0.0,0
Gujarat-Kutch,22.55,70.35,5,4,2.25,2.64,0.261,1.0,14.0,4.16,0.395,1,1.083,1
Manipur,25.14,93.55,5,6,2.27,2.66,0.211,1.352,38.7,4.315,0.786,0,0.0,1
Maharashtra-Koyna,17.24,74.47,4,3,2.67,3.6,0.674,1.0,67.2,5.413,0.069,1,1.616,1
Tamil Nadu,10.1,78.83,2,0,0.0,0.0,0.0,1.0,6.4,0.0,0.0,0,0.0,0
Sikkim,27.9,89.05,4,1,2.58,2.58,0.0,1.0,73.1,3.867,0.0,0,0.0,0
Rajasthan,26.04,76.46,2,1,2.2,2.2,0.0,1.0,15.8,3.305,0.0,0,0.0,1
Nagaland,25.64,93.93,5,2,2.34,2.47,0.135,1.0,13.2,3.853,0.0,0,0.0,0
Sikkim,27.91,88.53,4,2,2.2,2.28,0.085,1.0,35.6,3.614,0.0,0,0.0,0
Kerala,10.44,76.1,3,0,0.0,0.0,0.0,1.0,14.7,0.0,0.0,0,0.0,0
Manipur,24.15,93.02,5,2,2.64,2.82,0.183,1.0,40.6,4.342,0.0,0,0.0,0
West Bengal,22.26,89.19,3,2,2.47,2.67,0.197,1.0,31.5,4.105,0.0,0,0.0,0
Assam,25.77,92.14,5,4,2.55,3.45,0.54,1.0,46.2,5.196,0.543,0,0.0,0
Tamil Nadu,12.09,78.42,2,0,0.0,0.0,0.0,1.0,65.8,0.0,0.0,0,0.0,0
Odisha,19.55,85.33,2,0,0.0,0.0,0.0,1.0,5.5,0.0,0.0,0,0.0,0
Himachal Pradesh,31.03,76.4,5,2,2.25,2.45,0.194,1.0,18.3,3.772,0.0,1,3.181,0
Kashmir,34.93,74.27,5,5,2.2,2.29,0.061,1.721,105.9,4.012,0.872,0,0.0,0
Meghalaya,25.88,92.77,5,2,2.21,2.24,0.037,1.0,17.2,3.616,0.0,0,0.0,0
Rajasthan,27.09,75.43,2,0,0.0,0.0,0.0,1.0,6.9,0.0,0.0,0,0.0,0
Arunachal Pradesh,27.48,94.52,5,4,2.42,2.87,0.338,1.0,68.8,4.502,0.678,2,3.233,1
Himachal Pradesh,31.41,77.79,5,4,2.46,2.84,0.271,1.0,52.9,4.467,1.023,0,0.0,0
West Bengal,21.61,89.3,3,3,2.27,2.48,0.187,1.0,5.5,3.959,0.551,0,0.0,1
Kashmir,33.58,73.89,5,4,2.66,3.27,0.484,1.0,10.3,5.047,0.98,1,1.083,0
Andaman Islands,11.79,92.33,5,6,2.15,2.42,0.12,2.121,46.1,4.056,1.195,2,1.629,0
Uttarakhand,29.75,79.87,5,3,2.15,2.37,0.16,1.0,100.2,3.772,0.281,1,1.616,1
West Bengal,21.71,89.22,3,0,0.0,0.0,0.0,1.0,14.2,0.0,0.0,0,0.0,0
Sikkim,27.55,88.54,4,2,2.48,2.67,0.183,1.0,55.4,4.108,0.0,1,3.181,1
Arunachal Pradesh,29.08,94.63,5,1,2.25,2.25,0.0,1.0,28.7,3.369,0.0,0,0.0,0
Maharashtra-Koyna,16.75,74.66,4,2,3.09,3.64,0.541,1.0,28.7,5.463,0.0,2,6.362,0
Gujarat-Kutch,23.47,69.63,5,0,0.0,0.0,0.0,1.0,28.3,0.0,0.0,0,0.0,0
West Bengal,23.2,88.42,3,1,2.08,2.08,0.0,1.0,9.1,3.113,0.0,0,0.0,0
Tamil Nadu,10.55,79.18,2,0,0.0,0.0,0.0,1.0,33.8,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,22.56,71.0,3,2,2.35,2.65,0.305,1.0,26.9,4.027,0.0,0,0.0,0
Rajasthan,26.68,75.96,2,0,0.0,0.0,0.0,1.0,34.9,0.0,0.0,0,0.0,0
Bihar,24.96,84.41,4,2,2.77,3.4,0.624,1.0,98.0,5.101,0.0,0,0.0,0
Tamil Nadu,12.05,78.4,2,1,2.57,2.57,0.0,1.0,29.8,3.848,0.0,0,0.0,0
Delhi-NCR,28.39,76.72,4,0,0.0,0.0,0.0,1.0,28.9,0.0,0.0,0,0.0,0
Karnataka,15.7,75.6,2,0,0.0,0.0,0.0,1.0,18.8,0.0,0.0,1,3.181,0
Tripura,24.25,92.15,5,0,0.0,0.0,0.0,1.0,12.5,0.0,0.0,0,0.0,1
Sikkim,27.59,89.03,4,4,2.54,2.91,0.315,1.0,19.3,4.625,0.738,0,0.0,0
Odisha,21.02,86.36,2,0,0.0,0.0,0.0,1.0,15.1,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,21.84,72.38,3,0,0.0,0.0,0.0,1.0,42.4,0.0,0.0,1,3.181,0
Kashmir,33.72,75.72,5,2,3.0,3.62,0.614,1.0,31.5,5.432,0.0,1,3.181,0
Meghalaya,25.32,91.47,5,1,2.05,2.05,0.0,1.0,67.1,3.077,0.0,0,0.0,0
Sikkim,26.86,89.29,4,1,2.77,2.77,0.0,1.0,53.2,4.16,0.0,0,0.0,0
Manipur,25.7,93.87,5,3,2.35,2.52,0.143,1.0,25.7,4.05,0.777,0,0.0,0
Nagaland,26.15,94.43,5,0,0.0,0.0,0.0,1.0,16.7,0.0,0.0,0,0.0,0
West Bengal,22.21,89.22,3,0,0.0,0.0,0.0,1.0,27.8,0.0,0.0,0,0.0,0
Maharashtra-Koyna,18.37,73.31,4,1,3.79,3.79,0.0,1.0,13.9,5.69,0.0,0,0.0,0
Ladakh,34.11,77.74,5,1,2.25,2.25,0.0,1.0,113.6,3.369,0.0,0,0.0,0
Delhi-NCR,27.63,76.72,4,0,0.0,0.0,0.0,1.0,21.6,0.0,0.0,1,3.181,0
Ladakh,34.68,78.25,5,5,2.42,2.82,0.272,0.925,13.4,4.509,0.604,0,0.0,0
Kashmir,33.98,75.79,5,2,2.46,2.53,0.069,1.0,53.3,3.998,0.0,0,0.0,0
Delhi-NCR,29.14,77.14,4,0,0.0,0.0,0.0,1.0,52.6,0.0,0.0,0,0.0,0
Bihar,25.83,84.71,4,0,0.0,0.0,0.0,1.0,47.2,0.0,0.0,0,0.0,0
Gujarat-Kutch,22.53,69.33,5,0,0.0,0.0,0.0,1.0,59.7,0.0,0.0,0,0.0,0
Tamil Nadu,10.34,79.69,2,1,2.01,2.01,0.0,1.0,7.0,3.013,0.0,0,0.0,0
Gujarat-Saurashtra,21.57,71.24,3,2,3.16,3.21,0.052,1.0,7.2,5.044,0.0,1,3.181,1
Delhi-NCR,29.22,76.69,4,1,3.91,3.91,0.0,1.0,15.2,5.867,0.0,0,0.0,0
Rajasthan,26.03,76.09,2,0,0.0,0.0,0.0,1.0,19.6,0.0,0.0,0,0.0,0
Tripura,24.79,91.07,5,1,2.61,2.61,0.0,1.0,63.8,3.913,0.0,0,0.0,0
Arunachal Pradesh,28.56,95.1,5,4,2.41,2.6,0.198,1.0,44.5,4.302,0.518,0,0.0,0
Kerala,9.91,76.37,3,0,0.0,0.0,0.0,1.0,34.9,0.0,0.0,0,0.0,0
Meghalaya,26.34,92.44,5,1,2.7,2.7,0.0,1.0,18.7,4.045,0.0,0,0.0,0
Arunachal Pradesh,29.09,94.65,5,1,2.8,2.8,0.0,1.0,47.1,4.197,0.0,2,6.362,1
Andaman Islands,12.21,91.95,5,1,2.32,2.32,0.0,1.0,42.4,3.486,0.0,0,0.0,0
Assam,25.15,91.68,5,4,3.1,3.52,0.572,1.0,72.4,5.638,0.715,1,1.083,0
Gujarat-Kutch,22.23,69.99,5,2,2.25,2.26,0.013,1.0,18.3,3.674,0.0,1,3.181,0
Ladakh,33.83,77.33,5,2,2.38,2.54,0.165,1.0,58.9,3.933,0.0,1,3.181,0
Rajasthan,27.78,76.33,2,0,0.0,0.0,0.0,1.0,24.8,0.0,0.0,0,0.0,0
Ladakh,34.31,77.73,5,3,2.09,2.19,0.075,1.0,13.9,3.633,0.883,1,1.616,0
West Bengal,22.35,88.0,3,2,3.05,3.99,0.94,1.0,10.7,5.991,0.0,0,0.0,1
Gujarat-Saurashtra,21.65,72.66,3,2,2.36,2.5,0.137,1.0,12.6,3.893,0.0,1,3.181,1
Ladakh,34.62,78.27,5,3,2.29,2.56,0.221,1.0,38.6,4.025,0.588,3,9.544,0
Ladakh,35.16,76.71,5,2,2.44,2.82,0.38,1.0,21.3,4.257,0.0,0,0.0,0
Delhi-NCR,28.69,76.35,4,2,2.02,2.02,0.004,1.0,14.7,3.33,0.0,0,0.0,0
Bihar,26.18,85.38,4,1,2.3,2.3,0.0,1.0,36.1,3.443,0.0,1,3.181,0
Andaman Islands,11.22,92.79,5,1,2.13,2.13,0.0,1.0,53.4,3.198,0.0,1,3.181,1
Uttarakhand,29.34,80.06,5,6,2.46,2.89,0.236,0.858,96.7,4.621,0.577,0,0.0,1
Uttarakhand,29.5,79.7,5,4,2.19,2.63,0.252,1.0,76.5,4.091,1.004,0,0.0,0
Gujarat-Saurashtra,22.24,71.84,3,0,0.0,0.0,0.0,1.0,17.5,0.0,0.0,0,0.0,0
Himachal Pradesh,31.22,76.94,5,4,2.45,2.82,0.213,1.0,24.1,4.424,0.109,0,0.0,0
Himachal Pradesh,31.5,77.04,5,2,2.55,2.97,0.425,1.0,15.1,4.48,0.0,0,0.0,0
Kashmir,33.45,75.55,5,2,2.25,2.39,0.148,1.0,29.8,3.726,0.0,0,0.0,0
Delhi-NCR,28.01,77.46,4,2,3.12,3.45,0.325,1.0,18.9,5.212,0.0,0,0.0,0
Kashmir,33.6,74.77,5,3,2.57,2.75,0.124,1.0,32.8,4.381,0.307,1,1.616,0
Tripura,24.08,91.25,5,2,2.1,2.2,0.101,1.0,24.4,3.482,0.0,0,0.0,0
Delhi-NCR,28.18,78.1,4,0,0.0,0.0,0.0,1.0,90.9,0.0,0.0,0,0.0,0
Bihar,25.83,84.39,4,0,0.0,0.0,0.0,1.0,84.6,0.0,0.0,0,0.0,0
Tamil Nadu,11.01,79.64,2,0,0.0,0.0,0.0,1.0,6.5,0.0,0.0,0,0.0,0
Delhi-NCR,28.43,77.65,4,1,2.11,2.11,0.0,1.0,12.0,3.169,0.0,0,0.0,0
Nagaland,26.71,94.36,5,1,2.01,2.01,0.0,1.0,11.8,3.016,0.0,2,6.362,1
Andaman Islands,11.62,93.12,5,3,2.25,2.38,0.121,1.0,47.6,3.884,0.217,0,0.0,0
Himachal Pradesh,30.69,76.75,5,4,2.3,2.48,0.15,1.0,50.1,4.106,0.7,2,3.233,0
Gujarat-Kutch,22.74,69.24,5,1,2.55,2.55,0.0,1.0,12.8,3.823,0.0,0,0.0,0
Madhya Pradesh,22.93,77.28,2,0,0.0,0.0,0.0,1.0,31.5,0.0,0.0,0,0.0,0
Delhi-NCR,29.43,77.24,4,1,2.02,2.02,0.0,1.0,34.3,3.036,0.0,0,0.0,0
Meghalaya,24.68,91.91,5,1,2.11,2.11,0.0,1.0,13.1,3.164,0.0,0,0.0,0
Manipur,25.17,94.5,5,2,2.78,3.48,0.7,1.0,75.8,5.223,0.0,0,0.0,0
Delhi-NCR,28.47,78.19,4,1,2.07,2.07,0.0,1.0,105.9,3.101,0.0,1,3.181,0
Manipur,24.68,94.42,5,1,2.12,2.12,0.0,1.0,76.5,3.185,0.0,0,0.0,0
Maharashtra-Koyna,18.08,73.44,4,0,0.0,0.0,0.0,1.0,27.9,0.0,0.0,0,0.0,0
Gujarat-Kutch,23.04,69.9,5,4,2.3,2.46,0.096,1.0,20.5,4.085,0.949,0,0.0,1
Gujarat-Saurashtra,22.57,71.48,3,1,2.2,2.2,0.0,1.0,43.5,3.293,0.0,0,0.0,0
Gujarat-Kutch,22.78,70.19,5,2,2.2,2.35,0.146,1.0,25.4,3.653,0.0,0,0.0,0
Bihar,24.94,84.93,4,2,2.11,2.16,0.052,1.0,22.5,3.471,0.0,0,0.0,0
Andaman Islands,11.85,91.75,5,4,2.73,3.02,0.179,1.0,55.1,4.793,0.644,1,1.083,0
Madhya Pradesh,24.19,76.85,2,0,0.0,0.0,0.0,1.0,50.3,0.0,0.0,0,0.0,0
Himachal Pradesh,31.29,77.21,5,0,0.0,0.0,0.0,1.0,22.5,0.0,0.0,0,0.0,0
Tripura,24.71,91.89,5,0,0.0,0.0,0.0,1.0,25.1,0.0,0.0,0,0.0,0
Gujarat-Kutch,22.76,68.93,5,3,2.49,3.26,0.542,1.0,27.0,4.904,0.583,1,1.616,0
Uttarakhand,29.77,79.45,5,3,2.18,2.39,0.149,1.0,37.4,3.809,0.229,1,1.616,1
Maharashtra-Koyna,17.18,74.37,4,0,0.0,0.0,0.0,1.0,22.3,0.0,0.0,0,0.0,0
Manipur,24.57,92.9,5,2,2.14,2.18,0.038,1.0,20.1,3.514,0.0,3,9.544,0
Madhya Pradesh,22.95,76.59,2,0,0.0,0.0,0.0,1.0,19.6,0.0,0.0,0,0.0,0
Nagaland,26.4,95.29,5,4,2.22,2.26,0.056,1.0,16.2,3.943,0.447,3,9.544,1
Karnataka,14.94,76.48,2,0,0.0,0.0,0.0,1.0,8.1,0.0,0.0,0,0.0,0
Uttarakhand,30.04,79.92,5,3,2.42,2.59,0.192,1.0,13.0,4.187,0.297,1,1.616,0
Manipur,25.4,92.95,5,2,2.14,2.27,0.128,1.0,45.1,3.55,0.0,0,0.0,0
Rajasthan,27.6,75.16,2,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0,0.0,0
Bihar,25.7,85.31,4,3,2.29,2.74,0.313,1.0,64.9,4.185,0.365,0,0.0,0
Assam,26.16,91.25,5,5,2.48,3.24,0.477,0.816,57.5,4.981,0.8,0,0.0,1
Manipur,25.21,93.7,5,1,2.04,2.04,0.0,1.0,46.3,3.065,0.0,0,0.0,0
Meghalaya,26.48,92.46,5,1,2.19,2.19,0.0,1.0,39.3,3.284,0.0,0,0.0,0
Gujarat-Saurashtra,21.42,71.35,3,0,0.0,0.0,0.0,1.0,9.9,0.0,0.0,0,0.0,0
Delhi-NCR,28.0,77.56,4,3,2.64,3.08,0.431,1.0,25.0,4.757,0.811,0,0.0,0
Gujarat-Kutch,23.56,70.3,5,2,2.53,2.73,0.191,1.0,37.0,4.192,0.0,1,3.181,1
Mizoram,23.79,93.36,5,1,2.07,2.07,0.0,1.0,14.3,3.105,0.0,1,3.181,0
Uttarakhand,30.9,79.53,5,4,2.28,2.43,0.132,1.0,33.7,4.064,0.316,0,0.0,1
Manipur,25.09,93.0,5,4,2.16,2.24,0.089,1.0,29.9,3.856,0.546,0,0.0,1
Himachal Pradesh,30.66,77.1,5,7,2.33,3.1,0.35,1.156,48.2,4.773,0.824,1,0.545,1
Odisha,21.0,85.98,2,0,0.0,0.0,0.0,1.0,8.7,0.0,0.0,0,0.0,0
Sikkim,28.05,88.77,4,3,2.91,3.43,0.404,1.0,40.0,5.216,0.407,0,0.0,1
West Bengal,22.62,87.41,3,1,2.16,2.16,0.0,1.0,11.0,3.238,0.0,1,3.181,0
Karnataka,15.68,75.87,2,1,2.25,2.25,0.0,1.0,24.8,3.378,0.0,0,0.0,1
Sikkim,26.41,89.1,4,2,2.74,2.77,0.024,1.0,25.7,4.419,0.0,1,3.181,0
Manipur,24.21,93.38,5,2,2.24,2.45,0.206,1.0,26.9,3.768,0.0,0,0.0,0
Tripura,24.22,91.69,5,0,0.0,0.0,0.0,1.0,15.6,0.0,0.0,0,0.0,0
Tripura,24.26,92.4,5,0,0.0,0.0,0.0,1.0,25.1,0.0,0.0,0,0.0,0
West Bengal,23.51,87.61,3,2,2.57,2.92,0.341,1.0,5.8,4.412,0.0,0,0.0,0
Arunachal Pradesh,28.35,95.35,5,6,2.17,2.38,0.122,1.942,20.8,4.08,0.664,0,0.0,1
Sikkim,28.04,87.78,4,3,2.44,3.04,0.441,1.0,10.8,4.603,0.805,0,0.0,0
Himachal Pradesh,31.79,76.42,5,2,2.48,2.62,0.143,1.0,61.1,4.067,0.0,0,0.0,0
Kashmir,33.43,74.89,5,0,0.0,0.0,0.0,1.0,16.9,0.0,0.0,0,0.0,0
Karnataka,14.69,75.63,2,0,0.0,0.0,0.0,1.0,5.7,0.0,0.0,0,0.0,0
Sikkim,27.23,89.15,4,1,2.68,2.68,0.0,1.0,36.4,4.021,0.0,2,6.362,0
Meghalaya,24.88,92.45,5,4,2.63,3.48,0.488,1.0,14.6,5.24,0.678,1,1.083,0
Karnataka,15.01,74.97,2,0,0.0,0.0,0.0,1.0,6.4,0.0,0.0,0,0.0,0
Arunachal Pradesh,28.1,95.29,5,1,2.09,2.09,0.0,1.0,30.0,3.132,0.0,1,3.181,0
Meghalaya,24.61,92.14,5,4,2.25,2.32,0.047,1.0,39.7,3.985,0.732,1,1.083,0
Arunachal Pradesh,28.18,94.01,5,4,2.39,2.81,0.267,1.0,24.7,4.382,0.467,2,3.233,1
Himachal Pradesh,31.62,76.47,5,3,2.31,2.43,0.123,1.0,63.5,3.973,0.625,1,1.616,0
Arunachal Pradesh,27.45,94.77,5,1,2.31,2.31,0.0,1.0,14.2,3.47,0.0,0,0.0,0
Sikkim,27.12,89.07,4,1,2.18,2.18,0.0,1.0,36.9,3.263,0.0,0,0.0,0
Assam,26.14,92.03,5,2,2.26,2.48,0.219,1.0,65.6,3.813,0.0,0,0.0,0
Arunachal Pradesh,28.36,94.0,5,1,2.04,2.04,0.0,1.0,48.6,3.059,0.0,0,0.0,0
Kerala,10.44,77.04,3,1,2.17,2.17,0.0,1.0,15.5,3.262,0.0,0,0.0,0
Delhi-NCR,28.37,76.95,4,1,2.01,2.01,0.0,1.0,33.1,3.011,0.0,0,0.0,0
Meghalaya,24.7,92.8,5,2,2.38,2.38,0.005,1.0,20.0,3.865,0.0,0,0.0,0
Gujarat-Saurashtra,21.85,71.37,3,2,2.6,2.93,0.33,1.0,6.0,4.443,0.0,0,0.0,1
Meghalaya,24.73,92.62,5,0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0,0.0,0
Tripura,24.74,92.05,5,2,2.21,2.41,0.206,1.0,30.9,3.715,0.0,0,0.0,0
Delhi-NCR,29.38,76.45,4,1,3.53,3.53,0.0,1.0,22.4,5.297,0.0,0,0.0,0
Assam,26.53,90.79,5,5,3.0,4.18,0.689,0.413,51.4,6.296,0.763,1,0.815,1
Karnataka,15.17,76.18,2,0,0.0,0.0,0.0,1.0,32.4,0.0,0.0,0,0.0,0
Arunachal Pradesh,28.33,94.77,5,1,2.26,2.26,0.0,1.0,97.9,3.396,0.0,1,3.181,0
Madhya Pradesh,24.41,77.0,2,0,0.0,0.0,0.0,1.0,32.6,0.0,0.0,0,0.0,0
Ladakh,33.28,77.34,5,0,0.0,0.0,0.0,1.0,83.7,0.0,0.0,1,3.181,0
Kerala,9.59,76.03,3,0,0.0,0.0,0.0,1.0,5.7,0.0,0.0,0,0.0,0
Himachal Pradesh,31.78,76.26,5,3,2.21,2.27,0.078,1.0,38.3,3.802,0.946,1,1.616,0
Kashmir,34.58,75.11,5,3,3.01,3.46,0.375,1.0,52.2,5.296,0.468,0,0.0,0
Karnataka,14.44,76.33,2,1,3.13,3.13,0.0,1.0,60.6,4.697,0.0,0,0.0,1
Andaman Islands,11.58,92.22,5,5,2.65,3.37,0.433,0.619,72.0,5.169,0.569,2,2.167,1
Delhi-NCR,28.89,77.3,4,1,3.02,3.02,0.0,1.0,46.8,4.523,0.0,0,0.0,0
Maharashtra-Koyna,16.97,73.47,4,3,2.37,2.6,0.16,1.0,27.5,4.108,0.174,1,1.616,0
Meghalaya,25.92,91.85,5,5,2.54,2.91,0.293,0.738,40.4,4.676,0.705,0,0.0,1
Uttarakhand,29.82,79.81,5,3,2.28,2.41,0.121,1.0,81.0,3.933,0.362,1,1.616,0
Meghalaya,24.96,92.78,5,4,2.16,2.43,0.166,1.0,14.2,3.918,0.842,0,0.0,0
West Bengal,21.86,87.4,3,2,3.4,4.32,0.918,1.0,10.1,6.477,0.0,0,0.0,0
Rajasthan,26.6,75.92,2,0,0.0,0.0,0.0,1.0,10.4,0.0,0.0,0,0.0,0
Manipur,23.84,94.83,5,2,2.71,3.19,0.482,1.0,23.1,4.8,0.0,1,3.181,0
